region,parameter,mode,powertrain,year,value,price,range_km,battery_capacity,weight_kg,motor_power,charging_time,sales_volume,co2_saved,energy_efficiency,number_of_seats,distance_traveled,PC1_Car_Specs,PC2_Car_Specs
Europe,"Oil displacement, million lge",Buses,EV,2019,60.0,30369.0,329.94739154507624,56.81698815663644,1883.0,202.0,10.65,463.0,56.49,221.59314709586727,6.0,50285.79011358425,-1.2365823224015549,-0.3484181027811291
Europe,"Oil displacement, million lge",Trucks,EV,2019,15.0,55091.63328591243,360.0,66.0,2221.0,189.0,6.40945511523097,3965.711938915861,589.54,183.33,4.0,44666.0,-0.2773458608866067,0.8454755228232415
Europe,"Oil displacement, million lge",Vans,EV,2019,280.0,55096.123763953816,373.0,75.0,1158.0,127.0,2.47,4741.0,707.36,201.07,6.0,33720.0,1.391754591286882,-1.2905343801531064
Europe,"Oil displacement, million lge",Cars,EV,2019,1300.0,51746.0,385.38835094974235,45.0,1594.0,186.66043685186443,6.522422498954503,2458.0,360.83,122.62,5.0,50282.95664828535,-0.4267641615030414,-0.47791229999361773
Europe,EV stock share,Trucks,EV,2019,0.010999999940395,47564.0,245.7942174265043,50.43275474228619,2215.0,187.13823455063775,6.3,1212.5822537352067,37.32,250.3746073071673,5.0,50283.75983611208,-0.7793157200885602,1.1303704022120311
Europe,EV sales share,Trucks,EV,2019,0.159999996423721,70426.0,347.0,60.97969869385548,1197.0,86.0,1.84,3084.0,428.06,221.9,7.0,37983.0,1.9825727305768162,-0.604252175904113
Europe,EV stock share,Cars,EV,2019,0.610000014305115,53843.0,384.0,65.0,1311.0,282.0,3.73,3009.739337024973,459.42,169.27,4.0,50282.99456238848,-0.4451513369910756,-1.1327893072532347
Europe,EV charging points,EV,Publicly available slow,2019,170000.0,67727.0,261.0,20.0,2262.0,178.0,6.3632092909425255,4981.0,520.02,76.63,4.0,50243.03469110241,-0.777210401757353,1.8603864694298367
Europe,EV charging points,EV,Publicly available fast,2019,20000.0,57067.0,313.0,45.40744780367724,2480.0,292.0,11.53,3196.0,400.14,143.77,4.510703004163594,64713.0,-1.8067048990309966,1.6042380488778825
Europe,EV sales share,Cars,EV,2019,3.29999995231628,31267.0,391.306592771782,20.0,1029.0,91.0,1.36,1865.0,304.42322874276533,70.18,6.0,82701.0,-0.5173399701937346,-1.9869558110806382
Europe,EV sales share,Buses,EV,2019,2.79999995231628,58787.0,504.0,55.0,1315.0,93.0,3.3,390.0,78.62,75.00751371302619,7.0,15090.0,1.004172901839178,-1.2584099084566982
Europe,EV stock share,Vans,EV,2019,0.349999994039536,67844.0,157.0,50.0,1754.0702801005039,214.0,5.23,2963.0,186.08,318.47,5.0,12724.0,0.252892654279283,1.0930865936433753
Europe,EV sales share,Vans,EV,2019,1.29999995231628,43442.0,420.0,46.473702269405294,1016.0,123.0,3.91,3558.6425491438913,583.8,85.71,5.0,47678.0,0.30769856438242876,-1.93215553006913
Europe,EV stock share,Buses,EV,2019,0.400000005960465,32329.0,125.0,95.0,2133.0,113.0,2.37,2891.7387738146595,196.4,760.0,4.461745797596361,14684.0,0.6922319477717129,0.8599193551607683
Europe,EV stock,Trucks,BEV,2019,770.0,40032.0,301.8234205183239,35.0,1161.0,191.0,3.83,4370.0,547.12,156.58648751806612,2.0,5760.0,-0.6809682109003351,-1.2925099260800292
Europe,EV stock,Trucks,FCEV,2019,4.0,59200.0,132.0,94.81829366821148,1104.0,235.0,6.570515460972079,4001.0,211.25,590.91,6.0,24986.0,1.475264885478517,-0.5465526029135036
Europe,EV stock,Trucks,PHEV,2019,57.0,53654.0,433.82130923839355,59.67110592573305,2093.0,234.0,10.42,2210.0,491.5,167.27,4.5341907014690666,19997.0,-0.892761672623454,0.2724350188311264
Europe,EV sales,Trucks,PHEV,2019,1.0,55073.6947280911,478.0,93.0,2389.0,233.0,5.05,4295.0,821.2,194.56,2.0,89147.0,-0.287221994099899,0.5765818391988311
Europe,EV sales,Trucks,FCEV,2019,1.0,78268.0,118.0,70.0,2155.0,178.0,3.55,1822.0,86.0,593.22,2.0,27086.0,1.1986134702148041,2.2484543152975265
Europe,Electricity demand,Buses,EV,2019,310.0,69872.0,126.0,60.0,1074.0,134.0,10.23,929.0,46.82,391.02933336460507,4.4910271708230995,59763.0,1.9228514479101122,-0.06005995723820966
Europe,Electricity demand,Trucks,EV,2019,41.0,54174.0,340.0,59.0,1746.2822912496388,187.27319586031874,6.79,2623.0,357.6361813549378,221.29868872160182,4.46789127252122,84386.0,-0.04578319512024985,-0.005261622374860149
Europe,Electricity demand,Vans,EV,2019,540.0,61246.0,507.0,77.0,1924.0,221.0,6.3797775671374986,5463.92349316913,981.96,178.5524186256639,4.0,11538.0,-0.003845152105071801,-0.19775319766686192
Europe,Electricity demand,Cars,EV,2019,3100.0,69821.0,337.5712879996822,41.0,1175.0,91.0,5.02,1514.2745132934047,171.52,83.0,7.0,90320.0,1.4336604251174174,-0.5414295787184884
Europe,EV sales,Trucks,BEV,2019,860.0,55100.581746655866,332.0,67.0,2323.0,224.0,8.71,763.0,101.33,201.81,5.0,22356.0,-0.6115666861931927,1.1217229603837864
Europe,EV stock,Cars,PHEV,2019,800000.0,62679.0,416.0,66.0,1417.0,184.4489937628292,4.87,2201.0,366.25,158.65,4.545707343623874,8170.0,0.6531992714844016,-0.7370500970018128
Europe,EV sales,Cars,PHEV,2019,210000.0,43435.0,561.0,48.0,1651.0,212.0,2.01,2477.0,580.8020944371444,13.11142438006658,7.0,26449.0,-1.1872190630364294,-1.2855796180408616
Europe,EV stock,Cars,FCEV,2019,1700.0,76745.0,253.0,83.0,1846.0,175.0,6.3792337775218355,2558.0,258.87,328.06,4.483752991755959,50279.90846687101,1.5732252906006121,1.0338846846704703
Europe,EV sales,Cars,FCEV,2019,610.0,79598.0,371.0,98.0,1601.0,257.0,3.18,2212.0,328.26,264.15,7.0,62601.0,1.3737800989512008,0.05743500196702524
Europe,EV stock,Cars,BEV,2019,970000.0,66061.0,341.0,66.0,2281.0,184.92728374887332,8.57,2542.82450074583,341.1119105718268,193.55,6.0,37110.0,0.1503186775214944,1.3371651695441304
Europe,EV sales,Cars,BEV,2019,370000.0,77243.0,298.0,59.314490790522576,1650.0,184.75146233034388,6.394899678940212,643.0,76.65,248.32,6.0,41853.0,0.9990688901089314,0.592904342685651
Europe,EV stock,Vans,PHEV,2019,5200.0,45306.0,211.0,43.0,2348.0,241.0,4.51,2630.775657979322,222.56,203.79,3.0,27708.0,-1.6014871086793177,1.4559090146076634
Europe,EV sales,Vans,PHEV,2019,260.0,34440.0,320.0,59.0,1180.0,141.0,11.33,2047.0,262.02,184.38,4.468724331543949,66091.0,0.1295998025912911,-1.5485736551898057
Europe,EV stock,Vans,FCEV,2019,280.0,49218.0,318.0,53.0,1749.665372386874,255.0,10.4,3313.8742281316204,442.78,217.80336272936262,5.0,28492.0,-0.9655640232392475,-0.0731252646219638
Europe,EV stock,Vans,BEV,2019,120000.0,33101.0,365.0,61.417026929501446,1215.0,201.0,1.3,2339.0,341.418775327547,224.66,4.484049311741783,39269.0,-0.4892130303480678,-1.740394467641342
Europe,EV sales,Buses,PHEV,2019,94.0,62108.0,487.0,63.0,1523.0,185.8251842692173,11.65,-126.2756229257443,73.24,129.36,3.0,48495.0,0.35217935649469745,-0.7986941715571773
Europe,EV stock,Buses,FCEV,2019,85.0,55077.396454517184,479.0,88.0,1746.7909561510467,166.0,9.6,2763.0,529.39,183.72,4.0,79865.0,0.7272039193426747,-0.6190747240831095
Europe,EV stock,Buses,PHEV,2019,1000.0,55106.10768320358,267.40336616888084,22.0,1694.0,229.0,11.84,3275.0,222.7,129.41,4.516239247330362,8885.0,-1.1876427562534182,0.32818796418853663
Europe,EV sales,Vans,BEV,2019,29000.0,77716.0,142.0,75.0,1779.0,82.0,11.34,825.0,46.86,528.17,4.517957138662106,4937.0,2.4503177948589485,1.4506013338152104
Europe,EV sales,Buses,FCEV,2019,1.0,73396.0,167.0,65.0,1787.0,87.0,7.87,3528.0,235.67,370.2302908908577,2.0,52271.0,1.9431048143643206,1.2962066129921346
Europe,EV stock,Buses,BEV,2019,5100.0,55221.0,275.8180119081113,25.0,2273.0,186.0,3.84,2860.656965489721,332.91,139.15313478824214,5.0,83500.0,-1.2240571759039607,1.4566532427012306
Europe,EV sales,Buses,BEV,2019,1900.0,39625.0,252.0,23.0,1623.0,246.0,3.3,2390.0,240.91,91.27,2.0,15553.0,-1.818271554877154,-0.19265822749541034
Europe,EV sales,Buses,BEV,2020,2400.0,55089.25687356995,439.0,61.79923701245146,2329.0,149.0,6.415386256592912,914.0,160.5,175.4,5.0,50282.33253426773,-0.23031275729198072,0.808818206932698
Europe,EV stock,Buses,BEV,2020,7500.0,38495.0,535.0,73.0,1686.0,242.0,8.89,4991.0,891.5957511948727,136.45,4.0,99445.0,-0.9935886007589496,-1.3890305704442056
Europe,EV sales,Buses,FCEV,2020,69.0,73761.0,325.0,59.0,1755.5159210036586,77.0,6.25,2107.0,273.91,181.54,2.0,6384.0,1.6960972503478604,0.6840138234077591
Europe,EV sales,Vans,BEV,2020,38000.0,59102.0,341.0,85.0,2078.0,209.0,6.4278752762806555,3265.0,445.35,249.27,4.0,50273.80926150933,0.33153123835180315,0.6440773105616592
Europe,EV stock,Buses,PHEV,2020,1100.0,46534.0,121.0,37.0,1207.0,251.0,7.45,3270.6793730382237,230.77,305.79,3.0,66421.0,-0.7043895017131906,-0.3969039234416828
Europe,EV stock,Buses,FCEV,2020,120.0,34236.0,509.0,51.0,1748.8610658601747,268.0,6.69,3639.0,740.9,100.2,2.0,4686.0,-1.969253853440283,-1.2026532238254708
Europe,EV sales,Buses,PHEV,2020,130.0,55085.69445604227,120.0,77.0,2123.0,258.0,6.25,1336.0,64.13,641.67,6.0,59237.0,-0.19095958456310066,1.4555724105307877
Europe,EV stock,Vans,BEV,2020,150000.0,64856.0,161.0,96.0,2368.0,126.0,4.77,4838.0,311.57,596.27,3.0,50247.88162413216,1.582931746999874,2.0597845913163724
Europe,EV stock,Vans,FCEV,2020,300.0,67217.0,341.4558720813525,58.89727945543475,2317.0,271.0,6.38480508123607,2100.0,285.6,217.65,4.0,40591.0,-0.7899464189172785,1.4072426154475106
Europe,EV sales,Vans,PHEV,2020,1100.0,55098.690851714426,437.0,44.88777173373418,1415.0,132.0,5.31,708.0,123.76,61.78,4.0,27006.0,0.26546423909991357,-0.8925544863878343
Europe,EV stock,Vans,PHEV,2020,7300.0,58058.0,553.0,40.0,2205.0,180.0,2.78,2522.179094000652,571.7458863633076,72.33,2.0,17195.0,-1.0110561522065848,0.29306849171470223
Europe,EV sales,Cars,BEV,2020,760000.0,78585.0,508.0,49.988915810048866,1759.252437576047,253.0,6.358205362880752,2785.0,565.91,49.21,6.0,42141.0,-0.18943280476206253,0.04651423725151936
Europe,EV stock,Cars,BEV,2020,1700000.0,55035.481747908714,586.0,98.0,1462.0,97.0,8.81,2215.0,519.2,167.24,4.0,85272.0,1.6905610597160459,-1.5784128381034013
Europe,EV sales,Cars,FCEV,2020,740.0,52360.0,231.0,27.0,1072.0,240.0,7.6,1653.0,152.74,181.84675451001686,4.5145178998437245,9783.0,-0.6829817265324353,-0.8642652750195252
Europe,EV stock,Cars,FCEV,2020,2400.0,55073.20890204713,397.0,89.0,1745.8617209763354,271.0,3.21,237.0,86.68005830856782,224.18,2.0,89880.0,-0.07063347243286974,-0.39353853109709735
Europe,EV sales,Cars,PHEV,2020,640000.0,31186.0,447.0,25.0,1673.0,141.0,3.11,3120.0,557.86,12.5715671250436,6.0,50141.517627015994,-1.4640289018502415,-0.9908830770705671
Europe,EV stock,Cars,PHEV,2020,1400000.0,37695.0,394.0,40.0,1129.0,98.0,6.57700157884951,1621.0,268.73162988359184,101.52,2.0,43947.0,0.08850495365498279,-1.7210079625106545
Europe,EV sales,Trucks,BEV,2020,1100.0,30719.0,295.0,34.0,2021.0,130.0,2.13,2874.0,340.0012158584042,115.25,7.0,69417.0,-1.232641950645204,0.22042348748699056
Europe,Electricity demand,Buses,EV,2020,370.0,39964.0,148.0,91.0,1283.0,281.0,8.18,1083.0,64.11,614.86,5.0,96029.0,0.06291032080144174,-0.7953850003839793
Europe,Electricity demand,Trucks,EV,2020,64.0,73618.0,148.0,66.38530858545025,1752.5887770445909,225.0,6.4206238446037425,1516.0,89.75,391.89,4.0,44457.0,0.8078534976847996,1.1990420820811198
Europe,Electricity demand,Vans,EV,2020,700.0,52527.0,137.0,37.0,1950.0,258.0,6.519169408991029,3560.0,195.09,270.07,2.0,50282.985286265255,-1.1926062850749535,1.1631235935967315
Europe,Electricity demand,Cars,EV,2020,4600.0,59776.0,381.0,39.0,2078.0,236.0,6.64,540.0,82.3,102.36,6.0,50281.28787940582,-1.1226321061189573,0.7011513753939811
Europe,EV sales,Trucks,FCEV,2020,26.0,55090.32784688725,263.0,61.52216614926899,1749.326417340128,243.0,6.503953773425177,4717.0,496.23,281.37,4.446533655084988,48060.0,-0.33905935105886126,0.2634278510312101
Europe,EV sales,Trucks,PHEV,2020,4.0,68885.0,307.42933691469636,49.0,2120.0,206.0,3.32,530.0,59.78,207.53433300529088,4.0,50281.245912239756,-0.18421359321225808,1.2856075371685425
Europe,EV stock,Trucks,PHEV,2020,52.0,58140.0,398.0,75.0,1182.0,123.0,6.4865645634020055,4774.3741848916325,756.68,250.9305387295155,5.0,36466.0,1.4871750349966517,-1.2514910118950462
Europe,EV stock,Trucks,FCEV,2020,8.0,52678.0,277.0,79.0,1953.0,185.8317035201511,6.455550260485937,1351.0,149.69,285.2,2.0,3075.0,0.3378515878813123,0.5080249200569342
Europe,EV stock,Trucks,BEV,2020,890.0,43256.0,493.0,27.0,1746.5382525911057,187.48656213302579,1.71,2335.0,460.46,54.77,7.0,55371.0,-1.4990511464474965,-0.7332122420677372
Europe,EV stock share,Buses,EV,2020,0.569999992847443,55089.3140364773,505.0,76.0,1647.0,92.0,4.52,984.0,306.93800826858114,150.5,4.0,50282.87274439209,1.129695868158264,-0.8044362770035768
Europe,EV sales share,Vans,EV,2020,2.09999990463257,53255.0,402.0,59.0,1748.5119651728212,83.0,4.15,2975.0,478.38,146.77,3.0,52887.0,0.7633992832825007,-0.183202705364578
Europe,EV stock share,Vans,EV,2020,0.430000007152557,43770.0,356.0,61.0,2059.0,120.0,6.467773834596741,3792.0,539.98,171.35,4.475500359518106,50284.174814267106,-0.07379895859375912,0.3061184599463295
Europe,EV sales share,Buses,EV,2020,4.69999980926514,46591.0,214.0,46.0,1748.393050653289,186.3674162657714,6.534292898919101,4818.0,412.42,214.95,5.0,40805.0,-0.48269920522562654,0.32611822010611075
Europe,EV sales share,Cars,EV,2020,10.0,77482.0,117.0,102.35323511666327,1649.0,131.0,7.94,2728.0,127.67,649.57,5.0,45345.0,2.8509496170688338,1.1225044134890272
Europe,EV charging points,EV,Publicly available fast,2020,30000.0,39248.0,171.0,73.0,1736.0,135.0,3.18,2689.0,183.93,401.90809405486226,7.0,11142.0,0.46380016057921214,0.1781896928422894
Europe,EV charging points,EV,Publicly available slow,2020,220000.0,55101.93048742188,236.06430525166843,64.81879648338727,1933.0,187.0,7.05,3834.0,411.52169209719875,323.35,4.0,6612.0,0.12959990420582854,0.7524387452023438
Europe,EV stock share,Cars,EV,2020,1.10000002384186,74070.0,160.0,27.0,1802.0,121.0,4.28,2551.0,163.26,168.75,6.0,33479.0,0.6853681637832826,1.5182624503981668
Europe,EV sales share,Trucks,EV,2020,0.239999994635582,42667.0,474.0,31.0,1901.0,107.0,5.37,717.0,234.4592919527655,65.4,7.0,10751.0,-0.8023184559554122,-0.33325007975057536
Europe,EV stock share,Trucks,EV,2020,0.013000000268221,46503.0,435.0,30.0,2081.0,135.0,7.23,1641.0,285.53,68.97,7.0,2015.0,-1.0309793528835904,0.2564389061481108
Europe,Oil displacement Mbd,Buses,EV,2020,0.001399999950081,58666.0,271.50139735400535,70.0,2307.0,170.0,10.89,2745.253952005279,310.5,348.26,3.0,50282.42665410918,0.18272936416550012,1.4409955551000817
Europe,Oil displacement Mbd,Trucks,EV,2020,0.000399999989895,47965.0,286.0,38.0,1973.0,191.0,5.19,3291.0,376.49,132.87,4.493674451738982,50283.68550103951,-0.9696243123352564,0.5674605058686149
Europe,Oil displacement Mbd,Vans,EV,2020,0.005400000140071,46221.0,398.0,28.0,2129.0,129.0,6.466237988659717,51.79743703336044,10.83,70.35,6.0,14828.0,-1.0278146808821014,0.4959379375136175
Europe,Oil displacement Mbd,Cars,EV,2020,0.032000001519919,43565.0,221.0,40.0,2371.0,142.0,6.462860479867224,2725.0,240.89,181.0,2.0,56887.0,-0.8919283733767084,1.501941314323183
Europe,"Oil displacement, million lge",Buses,EV,2020,81.0,58341.0,575.0,54.0,2276.0,186.44348530907612,6.87,1614.0,371.22,93.91,3.0,46744.0,-0.7896340832928184,0.2893676500815501
Europe,"Oil displacement, million lge",Trucks,EV,2020,23.0,56444.0,586.0,69.0,1749.0319278095037,141.0,3.3,-66.40926684059377,191.27,117.75,5.0,50282.72090480129,0.3618142117768752,-0.8756097276412795
Europe,"Oil displacement, million lge",Vans,EV,2020,310.0,37119.0,218.0,46.0,1014.0,150.0,3.93,1569.0,77.07198245193308,211.01,3.0,95693.0,0.10116320375105846,-1.3656954141968893
Europe,"Oil displacement, million lge",Cars,EV,2020,1900.0,55087.26121940333,551.0,95.0,2226.0,207.0,11.54,4448.0,980.34,204.46425247340113,4.0,55518.0,0.032578859274475944,-0.008666916814174886
Europe,Oil displacement Mbd,Buses,EV,2021,0.002300000051036,55089.29010440075,148.0,39.0,1748.8167411439024,186.90265500631497,5.62,235.0,-180.22543677738736,263.51,4.0,50282.88326023684,-0.25282035882998327,0.8385553821669643
Europe,Oil displacement Mbd,Trucks,EV,2021,0.000790000020061,73376.0,129.0,33.0,1822.0,253.0,10.89,453.0,23.37,255.81,7.0,95096.0,-0.34151715803258287,1.5317653848730817
Europe,Oil displacement Mbd,Vans,EV,2021,0.008399999700487,69387.0,359.0,54.414994732643365,1159.0,136.0,6.458054543684115,2315.0,332.43,172.7,4.50474713388794,6654.0,1.3423578544000259,-0.7592031118301827
Europe,Oil displacement Mbd,Cars,EV,2021,0.061999998986721,55086.989514395784,238.0,21.0,1748.6688655603928,225.0,2.26,4140.0,456.7234693277911,149.83841335093712,7.0,56266.0,-1.1831121061696175,0.5533788838725351
Europe,"Oil displacement, million lge",Buses,EV,2021,130.0,57101.0,575.0,64.64162914925643,2046.0,238.0,1.37,4482.0,1030.86,107.83,7.0,50282.559284970834,-0.8297270895642401,-0.2829778398691938
Europe,"Oil displacement, million lge",Trucks,EV,2021,46.0,63907.0,457.0,75.0,2104.0,78.0,5.47,4056.0,741.44,164.11,3.0,28639.0,1.2434376679867023,0.5306712634829754
Europe,"Oil displacement, million lge",Vans,EV,2021,490.0,55102.0186942785,247.0,50.0,2330.0,258.0,5.14,395.0,39.03,202.43,6.0,18796.0,-1.2385263315486972,1.507908921531478
Europe,"Oil displacement, million lge",Cars,EV,2021,3600.0,55338.0,190.0,50.0,1984.0,186.6908002825689,8.82,1526.0,115.98,263.16,3.0,50282.02569263189,-0.21758434556673203,1.1001697111859678
Europe,EV stock share,Trucks,EV,2021,0.028999999165535,41928.0,388.0,68.0,1085.0,187.27285902105092,10.56,826.681600035573,115.62,175.26,6.0,50284.43270787386,0.21467174075569245,-1.8619318288889908
Europe,EV sales share,Trucks,EV,2021,0.349999994039536,79793.0,491.0,73.99404258607963,1761.0,184.37658901734787,6.345468543352855,3373.0,662.46,163.40121432066093,4.474566363603663,50279.91966796322,1.1096432547316235,0.08792892818020058
Europe,EV stock share,Cars,EV,2021,1.79999995231628,33858.0,364.3191722081831,52.0,1640.0,207.0,6.1,4776.0,704.94,178.3650911674934,5.0,84002.0,-1.1154761330391467,-0.8425526577327
Europe,EV charging points,EV,Publicly available slow,2021,310000.0,55095.68725331507,319.0,46.0,1963.0,110.0,3.77,965.0,123.13,144.2,7.0,16619.0,0.19275373823671801,0.6408055816373308
Europe,EV charging points,EV,Publicly available fast,2021,43000.0,63709.0,429.0,27.0,1511.0,208.0,11.2,3798.046404031278,636.46,62.94,7.0,50272.13159961643,-0.61840622535287,-0.41295971615873595
Europe,EV sales share,Cars,EV,2021,17.0,48873.0,226.0,69.0,1891.0,121.0,6.51,4472.0,404.27,305.31,4.0,7641.0,0.6417491727706273,0.5670030672433246
Europe,EV sales share,Buses,EV,2021,6.69999980926514,55076.19325113359,121.0,31.0,2112.0,187.5524140761718,4.11,1264.0,61.18,256.2,6.0,82723.0,-0.734414592420336,1.690305888610595
Europe,EV stock share,Vans,EV,2021,0.579999983310699,55092.87904093179,428.0,22.0,1811.0,78.0,3.25,648.0,190.00016904900542,11.73039075015214,5.0,41434.0,-0.16232047588538426,0.06373607556368524
Europe,EV sales share,Vans,EV,2021,2.90000009536743,67791.0,353.0,74.0,1751.3030911204507,185.2129382298281,8.62,3712.0,524.13,267.35875734893887,3.0,50281.33467848441,0.8508584530231775,0.26038256579828317
Europe,EV stock share,Buses,EV,2021,0.790000021457672,39332.0,266.10713838672785,84.0,1115.0,187.73440303177364,3.1,1287.0,113.26,381.82,4.473629238617865,50284.733904102046,0.6697795406337075,-1.4878828329693625
Europe,EV stock,Trucks,BEV,2021,2200.0,55071.61315696899,584.0,29.0,1556.0,145.0,8.81,2575.0,601.52,49.66,4.0,94022.0,-0.5869387537516731,-1.1065212429161206
Europe,EV stock,Trucks,FCEV,2021,14.0,34365.0,366.0,91.0,1747.3356822686155,86.0,3.22,4661.0,682.37,324.61068210677064,7.0,26272.0,0.8951754488984633,-0.7127042329239275
Europe,EV stock,Trucks,PHEV,2021,50.0,55105.06117617532,351.0,99.0,1483.0,230.0,6.528057143533838,410.0,57.56,282.05,5.0,11297.0,0.8421541602675761,-0.7522223614186963
Europe,EV sales,Trucks,PHEV,2021,26.0,35985.0,507.39563063936566,65.0,2159.0,271.0,8.47,4865.0,936.03,135.14,2.0,41384.0,-1.9157097222252029,-0.4077153609927523
Europe,EV sales,Trucks,FCEV,2021,69.0,55089.3456960426,211.0,80.0,1949.0,84.0,3.56,2025.0,170.91,379.15,2.0,50282.84408033537,1.462807338802533,0.884148115843546
Europe,Electricity demand,Buses,EV,2021,580.0,76218.0,154.0,92.0,2022.0,183.45906712474158,9.81,3850.0,340.1246024088456,597.4,7.0,82.0,1.6992039417292797,1.6914145310270126
Europe,Electricity demand,Trucks,EV,2021,130.0,55085.66962174026,559.0,94.0,1551.0,151.0,9.46,2845.0,636.14,192.530457302235,2.0,59420.0,1.0690132103913228,-1.3215391705411097
Europe,Electricity demand,Vans,EV,2021,1100.0,51620.0,561.0,53.0,1224.0,198.0,6.517086438407266,4826.0,891.0914711327275,94.47,7.0,17607.0,-0.2616319438922478,-1.9150359856664982
Europe,Electricity demand,Cars,EV,2021,7800.0,32207.0,559.7174569982388,80.0,1676.0,187.65600090469323,7.24,4700.0,1018.96,147.6,4.443992897183361,50283.7738622556,-0.5917991818687334,-1.665356040413291
Europe,EV sales,Trucks,BEV,2021,1700.0,78393.0,377.0,44.0,1898.0,183.9701676748985,4.77,2569.55563184365,385.19484296605526,132.0911443014408,5.0,18481.0,0.33453291683624314,0.8849978050917893
Europe,EV stock,Cars,PHEV,2021,2500000.0,56964.0,571.0,25.0,2349.0,153.0,6.43,-6.769579346721912,177.92,-95.65477321757754,4.0,13942.0,-1.3435632855443287,0.5666672309710215
Europe,EV sales,Cars,PHEV,2021,1100000.0,55063.600574320124,143.0,44.34355028262438,1249.0,118.0,10.3,455.0,-158.96561878624982,258.74,5.0,50035.118322021255,0.9309658588194324,-0.1007455293500708
Europe,EV stock,Cars,FCEV,2021,3400.0,60983.0,427.0,58.96167118899653,1749.9456660936103,233.0,10.34,1176.0,247.3357670306723,166.28,2.0,50281.40752977854,-0.32413618198050664,-0.17306746987258492
Europe,EV sales,Cars,FCEV,2021,960.0,51055.0,499.0,47.90629826900819,1685.0,203.0,3.63,3693.70006425188,692.61,46.09,3.0,50283.09844106969,-0.7619503839951732,-0.7704999381498022
Europe,EV stock,Cars,BEV,2021,2900000.0,63056.0,299.0,23.0,1901.0,152.0,4.46,1617.8580476904522,154.16,114.34922136855351,6.0,95933.0,-0.3918384941640635,0.8850076921401775
Europe,EV sales,Cars,BEV,2021,1200000.0,55052.55193569762,447.0,63.0,1862.0,96.0,8.43,4436.0,793.16,140.94,7.0,72129.0,0.6581408319365429,-0.10793651871804365
Europe,EV stock,Vans,PHEV,2021,6900.0,77493.0,594.0,79.0,1260.0,199.0,6.424317345362191,4023.0,819.2203163970139,133.0,4.0,68167.0,1.2996678292687802,-1.3817027229526688
Europe,EV sales,Vans,PHEV,2021,3500.0,79803.0,315.0,86.0,2213.0,249.0,6.343840067314102,811.0,102.19,273.02,6.0,43276.0,0.7051020453421226,1.538357410514647
Europe,EV stock,Vans,FCEV,2021,330.0,30388.0,190.0,27.96792592246807,2279.0,240.0,11.51,2276.0,172.98,110.53,2.0,43583.0,-2.455289246389337,1.061393801293106
Europe,EV stock,Vans,BEV,2021,210000.0,55095.551138940915,486.0,31.0,1752.6148922995237,85.0,6.414844290928727,3029.0,588.84,63.79,5.0,22895.0,-0.026028592408692538,-0.3153944302557432
Europe,EV sales,Vans,FCEV,2021,27.0,32334.0,439.0,47.0,2040.0,296.0,1.3,2306.0,404.93,107.06,2.0,50285.54070229761,-2.5426800511793406,-0.4204422207813017
Europe,EV sales,Buses,PHEV,2021,140.0,79310.0,112.0,98.0,2013.0,281.0,1.97,2902.0,186.05723578228367,875.0,4.430171204101669,50279.95257799045,1.1641864896680452,1.8176641964809739
Europe,EV stock,Buses,FCEV,2021,190.0,60063.0,222.0,75.0,1794.0,76.0,6.7,2358.407813211181,190.56,337.84,3.0,59143.0,1.7101505440997702,0.7019494461867042
Europe,EV stock,Buses,PHEV,2021,1300.0,77086.0,129.0,26.0,1658.0,185.61581617361853,6.448071765477306,3386.0,174.72,201.55,7.0,95695.0,0.36130149891738095,1.391240608388175
Europe,EV sales,Vans,BEV,2021,60000.0,55076.23382022476,325.0,82.0,1747.29144075819,187.06914176926384,1.81,3038.5050641881257,404.56,252.31,4.0,79260.0,0.6012930289496947,-0.026545948700795904
Europe,EV sales,Buses,FCEV,2021,90.0,77178.0,128.0,95.23564883573796,2216.0,294.0,1.84,3029.6050633556424,206.85,601.56,3.0,6132.0,0.7014451498685698,2.1017886259962704
Europe,EV stock,Buses,BEV,2021,10000.0,65453.0,10.67155650619992,97.0,1752.4916750045597,261.0,5.8,2414.0,120.7,776.0,2.0,28558.0,1.1567253163064881,1.3277706147134836
Europe,EV sales,Buses,BEV,2021,3900.0,38771.0,387.0,33.0,1611.0,188.23004327197506,2.11,2877.0,437.97168358760496,85.27,4.0,79237.0,-1.2569323573614413,-0.7509934313056207
Europe,EV sales,Buses,BEV,2022,5000.0,75490.0,104.0,74.0,2393.0,214.0,11.67,1372.0,57.08,711.54,6.0,84886.0,0.6919520969453934,2.6492370064870463
Europe,EV stock,Buses,BEV,2022,15000.0,55096.320615290366,411.22779285807985,45.16352724501701,2031.0,158.0,6.23,75.0,13.86,82.25,5.0,32015.0,-0.44610891853138485,0.3962100742911518
Europe,EV sales,Buses,FCEV,2022,120.0,55081.7490032356,527.0,70.0,2071.0,226.0,3.83,914.7107420974949,285.84,132.83,3.0,69087.0,-0.6145980848966959,-0.12375089626645923
Europe,EV sales,Vans,BEV,2022,90000.0,55072.240459170825,224.0,90.0,2143.0,177.0,5.0,3663.0,328.2,401.79,4.0,87489.0,0.7037950603158077,1.1031441952708734
Europe,EV stock,Buses,PHEV,2022,1300.0,73461.0,209.0,68.0,1182.0,186.44368349131875,3.91,444.0,-82.5169013190187,325.36,7.0,98614.0,1.5861459040986283,-0.13674626882441102
